unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1519084800000.0,2018-02-20 00:00:00,ETH/USDT,939.17,961.0,873.0,882.99,120056.67502,111258169.98,225795.0
1519171200000.0,2018-02-21 00:00:00,ETH/USDT,882.99,908.88,812.87,835.89,176200.55151,151739402.98,324214.0
1519257600000.0,2018-02-22 00:00:00,ETH/USDT,836.35,871.96,786.6,801.49,137561.85113,112939926.72,265430.0
1519344000000.0,2018-02-23 00:00:00,ETH/USDT,801.47,885.0,785.99,851.6,154507.41338,130147658.01,283445.0
1519430400000.0,2018-02-24 00:00:00,ETH/USDT,851.59,875.0,805.0,833.94,89311.5794,75082869.27,180745.0
1519516800000.0,2018-02-25 00:00:00,ETH/USDT,833.92,849.5,813.18,841.19,59431.26474,49520472.19,134040.0
1519603200000.0,2018-02-26 00:00:00,ETH/USDT,841.46,882.0,833.0,867.98,74911.4656,64498089.2,135463.0
1519689600000.0,2018-02-27 00:00:00,ETH/USDT,867.98,897.49,860.69,870.11,63487.68425,55793476.98,113151.0
1519776000000.0,2018-02-28 00:00:00,ETH/USDT,871.84,891.0,850.3,853.5,53620.45209,46744924.42,102553.0
1519862400000.0,2018-03-01 00:00:00,ETH/USDT,853.5,879.96,848.65,870.63,43785.00503,37976139.75,89476.0
1519948800000.0,2018-03-02 00:00:00,ETH/USDT,870.63,876.22,850.0,856.28,39436.26006,34068626.38,77178.0
1520035200000.0,2018-03-03 00:00:00,ETH/USDT,856.27,870.78,852.3,856.02,34170.2942,29487108.37,65375.0
1520121600000.0,2018-03-04 00:00:00,ETH/USDT,856.51,868.0,836.24,866.66,29735.01829,25364732.86,64562.0
1520208000000.0,2018-03-05 00:00:00,ETH/USDT,866.61,871.75,847.2,849.84,30567.79813,26391332.15,61568.0
1520294400000.0,2018-03-06 00:00:00,ETH/USDT,849.81,853.18,803.01,813.11,48658.06883,40340972.83,90220.0
1520380800000.0,2018-03-07 00:00:00,ETH/USDT,813.31,826.2,718.4,749.9,109013.2838,83030975.9,157657.0
1520467200000.0,2018-03-08 00:00:00,ETH/USDT,749.02,772.07,684.0,695.46,76312.77819,55751521.78,124325.0
1520553600000.0,2018-03-09 00:00:00,ETH/USDT,695.48,727.92,640.0,723.71,116545.37303,79262060.75,174238.0
1520640000000.0,2018-03-10 00:00:00,ETH/USDT,723.65,745.0,673.06,680.58,63012.67972,45345997.5,98429.0
1520726400000.0,2018-03-11 00:00:00,ETH/USDT,680.58,735.0,659.15,720.85,73967.35869,51773437.87,108011.0
1520812800000.0,2018-03-12 00:00:00,ETH/USDT,721.0,740.5,676.31,697.11,67732.85988,48042091.35,107566.0
1520899200000.0,2018-03-13 00:00:00,ETH/USDT,696.52,713.76,680.0,689.94,55735.18315,38651705.85,110481.0
1520985600000.0,2018-03-14 00:00:00,ETH/USDT,690.16,703.54,585.0,610.1,89904.25415,57785217.49,139296.0
1521072000000.0,2018-03-15 00:00:00,ETH/USDT,610.1,621.12,570.0,608.83,94426.72453,56487242.01,139923.0
1521158400000.0,2018-03-16 00:00:00,ETH/USDT,608.83,625.3,584.15,599.05,64720.20994,39356556.47,84631.0
1521244800000.0,2018-03-17 00:00:00,ETH/USDT,599.03,609.26,544.0,546.95,68022.4592,39167671.25,85603.0
1521331200000.0,2018-03-18 00:00:00,ETH/USDT,547.98,560.0,450.0,537.0,248817.226,125170992.06,273110.0
1521417600000.0,2018-03-19 00:00:00,ETH/USDT,537.39,560.0,515.8,556.88,184798.77062,99812549.64,190236.0
1521504000000.0,2018-03-20 00:00:00,ETH/USDT,556.88,567.87,515.0,557.0,135426.91549,73696454.56,141920.0
1521590400000.0,2018-03-21 00:00:00,ETH/USDT,557.0,590.52,545.11,559.17,117019.17321,66572210.67,139151.0
1521676800000.0,2018-03-22 00:00:00,ETH/USDT,559.15,578.6,516.0,539.92,111106.19916,60459505.61,123941.0
1521763200000.0,2018-03-23 00:00:00,ETH/USDT,539.78,544.72,506.71,543.03,106416.06746,55542669.04,122067.0
1521849600000.0,2018-03-24 00:00:00,ETH/USDT,543.2,545.99,518.63,520.22,87710.78945,46963103.45,104841.0
1521936000000.0,2018-03-25 00:00:00,ETH/USDT,521.17,536.0,512.0,523.74,71903.1713,37482165.18,90242.0
1522022400000.0,2018-03-26 00:00:00,ETH/USDT,523.95,527.67,465.56,485.0,151084.23688,74104022.13,144216.0
1522108800000.0,2018-03-27 00:00:00,ETH/USDT,485.0,491.55,446.0,448.5,138188.76042,63816245.43,139179.0
1522195200000.0,2018-03-28 00:00:00,ETH/USDT,448.5,466.0,440.14,446.67,89895.47885,40547475.95,90706.0
1522281600000.0,2018-03-29 00:00:00,ETH/USDT,446.07,449.43,380.0,384.0,225341.94316,91719449.93,176576.0
1522368000000.0,2018-03-30 00:00:00,ETH/USDT,383.87,412.04,366.0,392.43,292254.79437,112316125.33,232555.0
1522454400000.0,2018-03-31 00:00:00,ETH/USDT,392.4,419.4,388.52,393.92,167833.59399,67461541.59,134396.0
1522540800000.0,2018-04-01 00:00:00,ETH/USDT,393.93,399.91,356.9,378.58,150493.99422,56620178.35,119329.0
1522627200000.0,2018-04-02 00:00:00,ETH/USDT,378.58,394.87,375.0,385.05,113242.14191,43596858.5,95810.0
1522713600000.0,2018-04-03 00:00:00,ETH/USDT,385.0,419.08,380.13,415.01,137897.55565,55385110.15,118778.0
1522800000000.0,2018-04-04 00:00:00,ETH/USDT,415.0,416.5,370.0,378.16,140598.39668,54594624.76,132792.0
1522886400000.0,2018-04-05 00:00:00,ETH/USDT,378.15,387.03,365.61,381.22,120314.05875,45411126.9,103370.0
1522972800000.0,2018-04-06 00:00:00,ETH/USDT,381.56,385.91,362.54,368.89,74458.69141,27645272.52,69396.0
1523059200000.0,2018-04-07 00:00:00,ETH/USDT,368.89,394.75,368.28,384.51,71463.42848,27442723.66,65341.0
1523145600000.0,2018-04-08 00:00:00,ETH/USDT,384.51,404.05,384.0,400.4,57395.52936,22720923.55,61290.0
1523232000000.0,2018-04-09 00:00:00,ETH/USDT,400.4,431.99,387.1,399.44,151653.50413,61605245.87,122647.0
1523318400000.0,2018-04-10 00:00:00,ETH/USDT,399.25,418.68,391.4,416.07,81394.29605,32805764.1,73634.0
1523404800000.0,2018-04-11 00:00:00,ETH/USDT,415.53,433.54,410.38,429.52,86706.68627,36371404.23,76885.0
1523491200000.0,2018-04-12 00:00:00,ETH/USDT,429.9,499.0,412.88,495.67,249766.38316,113968625.29,202769.0
1523577600000.0,2018-04-13 00:00:00,ETH/USDT,494.3,530.0,480.22,495.11,251752.08782,127274585.04,206506.0
1523664000000.0,2018-04-14 00:00:00,ETH/USDT,494.69,515.0,485.58,502.68,121283.3338,60727364.27,98631.0
1523750400000.0,2018-04-15 00:00:00,ETH/USDT,502.68,535.0,502.51,533.88,108739.15395,56506254.97,93171.0
1523836800000.0,2018-04-16 00:00:00,ETH/USDT,533.88,538.0,497.31,511.46,130359.52549,66652300.81,103147.0
1523923200000.0,2018-04-17 00:00:00,ETH/USDT,512.09,521.2,500.02,502.56,96541.96382,49273622.85,91563.0
1524009600000.0,2018-04-18 00:00:00,ETH/USDT,502.56,526.99,501.12,526.09,73161.95251,37673780.84,68912.0
1524096000000.0,2018-04-19 00:00:00,ETH/USDT,526.49,571.61,521.03,568.14,112235.77328,61044208.32,100508.0
1524182400000.0,2018-04-20 00:00:00,ETH/USDT,568.14,622.17,556.5,617.09,160209.03951,93907683.48,153184.0
1524268800000.0,2018-04-21 00:00:00,ETH/USDT,616.8,624.5,570.23,604.87,159364.95353,95664939.94,159407.0
1524355200000.0,2018-04-22 00:00:00,ETH/USDT,604.87,643.49,589.0,620.92,120127.3728,74788729.85,122258.0
1524441600000.0,2018-04-23 00:00:00,ETH/USDT,620.67,649.11,618.02,645.09,77475.70793,49473079.44,88353.0
1524528000000.0,2018-04-24 00:00:00,ETH/USDT,644.58,712.99,643.76,701.58,171437.66972,118180314.72,159888.0
1524614400000.0,2018-04-25 00:00:00,ETH/USDT,701.16,703.3,593.83,618.0,341439.50428,218497368.19,309129.0
1524700800000.0,2018-04-26 00:00:00,ETH/USDT,617.73,666.19,600.0,661.51,155754.00815,98084636.58,150017.0
1524787200000.0,2018-04-27 00:00:00,ETH/USDT,661.51,686.82,635.73,643.46,134803.48389,89621495.42,132051.0
1524873600000.0,2018-04-28 00:00:00,ETH/USDT,643.41,694.9,638.76,682.86,113128.36337,76596615.43,114761.0
1524960000000.0,2018-04-29 00:00:00,ETH/USDT,683.5,700.49,665.28,690.85,110020.23869,75235079.3,121177.0
1525046400000.0,2018-04-30 00:00:00,ETH/USDT,690.85,695.3,662.2,670.78,112494.9172,76654028.98,109155.0
1525132800000.0,2018-05-01 00:00:00,ETH/USDT,670.78,675.6,627.58,672.0,133123.66675,87065924.85,120421.0
1525219200000.0,2018-05-02 00:00:00,ETH/USDT,671.99,691.99,663.0,688.56,86185.5033,58547697.51,97534.0
1525305600000.0,2018-05-03 00:00:00,ETH/USDT,688.55,792.08,685.39,779.0,229419.209,169982888.34,210459.0
1525392000000.0,2018-05-04 00:00:00,ETH/USDT,779.0,810.0,756.91,785.99,179924.40215,141283262.92,161690.0
1525478400000.0,2018-05-05 00:00:00,ETH/USDT,785.8,832.66,781.56,819.5,128631.18764,104594301.61,121136.0
1525564800000.0,2018-05-06 00:00:00,ETH/USDT,819.5,839.99,752.49,794.3,166871.16002,132187629.45,154829.0
1525651200000.0,2018-05-07 00:00:00,ETH/USDT,794.3,799.14,701.0,752.49,284237.06328,210066185.29,232411.0
1525737600000.0,2018-05-08 00:00:00,ETH/USDT,753.0,777.0,720.02,748.99,135106.19621,101156197.26,126971.0
1525824000000.0,2018-05-09 00:00:00,ETH/USDT,748.99,760.74,710.26,751.75,112353.37758,82933836.45,104593.0
1525910400000.0,2018-05-10 00:00:00,ETH/USDT,752.4,769.88,720.0,722.52,102019.29933,76658823.46,99850.0
1525996800000.0,2018-05-11 00:00:00,ETH/USDT,722.52,737.23,663.0,676.96,216953.54991,150336847.83,192008.0
1526083200000.0,2018-05-12 00:00:00,ETH/USDT,676.96,690.2,633.2,684.11,166801.07487,111101666.32,159177.0
1526169600000.0,2018-05-13 00:00:00,ETH/USDT,684.56,742.0,666.31,729.08,136022.39207,96516164.98,116733.0
1526256000000.0,2018-05-14 00:00:00,ETH/USDT,729.08,743.9,686.0,727.49,183466.9224,131397089.11,152787.0
1526342400000.0,2018-05-15 00:00:00,ETH/USDT,727.49,740.0,695.0,704.91,127191.21863,91869541.84,115906.0
1526428800000.0,2018-05-16 00:00:00,ETH/USDT,704.91,712.84,673.52,706.29,118902.46895,82315246.51,121956.0
1526515200000.0,2018-05-17 00:00:00,ETH/USDT,706.8,719.25,662.0,667.62,106723.38375,74320001.25,109610.0
1526601600000.0,2018-05-18 00:00:00,ETH/USDT,667.62,694.9,656.0,692.6,106541.66307,72118376.52,114419.0
1526688000000.0,2018-05-19 00:00:00,ETH/USDT,693.26,717.8,682.31,697.0,88828.85641,62026599.81,99860.0
1526774400000.0,2018-05-20 00:00:00,ETH/USDT,697.0,729.88,688.4,716.16,86004.7409,61227466.29,91685.0
1526860800000.0,2018-05-21 00:00:00,ETH/USDT,716.16,720.46,688.0,696.7,96085.15451,67799023.55,89438.0
1526947200000.0,2018-05-22 00:00:00,ETH/USDT,697.1,699.6,637.32,640.99,107059.5769,72112726.84,110915.0
1527033600000.0,2018-05-23 00:00:00,ETH/USDT,640.86,669.0,560.0,577.19,257099.77096,155638543.76,203100.0
1527120000000.0,2018-05-24 00:00:00,ETH/USDT,577.19,612.1,550.0,602.18,195854.62497,114324332.26,159755.0
1527206400000.0,2018-05-25 00:00:00,ETH/USDT,602.08,617.46,568.7,585.55,118076.26273,70118224.93,115243.0
1527292800000.0,2018-05-26 00:00:00,ETH/USDT,585.56,607.62,578.32,586.0,77654.12532,46205282.69,76446.0
1527379200000.0,2018-05-27 00:00:00,ETH/USDT,586.03,592.0,557.43,570.4,97097.26713,55737244.52,90855.0
1527465600000.0,2018-05-28 00:00:00,ETH/USDT,570.81,576.2,506.11,511.5,153197.83278,81950608.39,136137.0
1527552000000.0,2018-05-29 00:00:00,ETH/USDT,511.5,573.43,510.0,567.36,189082.83788,103113233.7,128067.0
1527638400000.0,2018-05-30 00:00:00,ETH/USDT,567.09,585.83,541.2,557.19,122132.2701,68698935.18,94311.0
1527724800000.0,2018-05-31 00:00:00,ETH/USDT,557.87,586.73,552.98,577.81,100101.52276,57312700.87,88463.0
1527811200000.0,2018-06-01 00:00:00,ETH/USDT,577.81,590.26,564.93,579.0,83840.84162,48334174.76,85475.0
1527897600000.0,2018-06-02 00:00:00,ETH/USDT,579.0,599.17,572.9,590.85,80258.14719,47346968.13,81067.0
1527984000000.0,2018-06-03 00:00:00,ETH/USDT,590.85,628.81,590.1,619.66,84123.33235,51660963.91,83803.0
1528070400000.0,2018-06-04 00:00:00,ETH/USDT,619.66,625.47,580.15,591.02,96339.44507,57791317.73,86009.0
1528156800000.0,2018-06-05 00:00:00,ETH/USDT,591.02,614.0,570.36,609.05,89053.74351,52918830.21,86957.0
1528243200000.0,2018-06-06 00:00:00,ETH/USDT,609.29,613.35,593.4,607.4,70152.92117,42406036.34,71275.0
1528329600000.0,2018-06-07 00:00:00,ETH/USDT,606.68,618.0,598.24,605.16,60174.1888,36622061.4,61247.0
1528416000000.0,2018-06-08 00:00:00,ETH/USDT,605.2,608.45,593.33,598.68,49228.00755,29570758.38,49881.0
1528502400000.0,2018-06-09 00:00:00,ETH/USDT,599.29,608.97,591.0,592.87,38908.0653,23425391.98,40208.0
1528588800000.0,2018-06-10 00:00:00,ETH/USDT,592.44,592.87,501.13,524.11,190350.58429,103749727.24,145196.0
1528675200000.0,2018-06-11 00:00:00,ETH/USDT,524.64,535.51,508.66,531.69,145813.07819,76462994.87,117598.0
1528761600000.0,2018-06-12 00:00:00,ETH/USDT,531.08,538.88,482.0,493.0,158223.14812,81341580.82,121424.0
1528848000000.0,2018-06-13 00:00:00,ETH/USDT,493.0,501.97,449.06,475.47,181842.19417,86416386.63,134718.0
1528934400000.0,2018-06-14 00:00:00,ETH/USDT,475.47,529.0,460.0,519.29,206093.0733,102374390.0,156597.0
1529020800000.0,2018-06-15 00:00:00,ETH/USDT,519.3,521.0,481.62,487.48,160532.53607,80145974.85,122246.0
